sub_folder_name,model_name,precision_class,recall_class,f1_class,n_classes,precision_rel,recall_rel,f1_rel,score_rel,max_score,n_rel,exception_occurred
Kinepolis,cot2-gpt-4o-mini,0.67,0.73,0.7,11,0.36,0.27,0.31,14,75,15,False
Kinepolis,gpt-4o,0.58,0.64,0.61,11,0.29,0.27,0.28,18,75,15,False
Kinepolis,cot-mlx-community-gemma-3-4b-it-5bit,0.8,0.36,0.5,11,0,0,0,0,75,15,False
Kinepolis,few-gpt-5-mini,0.57,0.73,0.64,11,0.25,0.33,0.29,9,75,15,False
Kinepolis,few2-gemini-2.5-flash,0.53,0.73,0.62,11,0.29,0.4,0.33,26,75,15,False
Kinepolis,cot2-mistral-small-2506,0.33,0.64,0.44,11,0.18,0.27,0.22,15,75,15,False
Kinepolis,few-o3-mini,0.5,0.55,0.52,11,0.25,0.2,0.22,13,75,15,False
Kinepolis,cot-gpt-4o,0.64,0.64,0.64,11,0.29,0.27,0.28,13,75,15,False
Kinepolis,mlx-community-Falcon3-10B-Instruct-6bit,0.55,0.55,0.55,11,0.18,0.13,0.15,2,75,15,False
Kinepolis,cot-codestral-2508,0.7,0.64,0.67,11,0.25,0.2,0.22,10,75,15,False
Kinepolis,claude-sonnet-4-5-20250929,0.5,0.64,0.56,11,0.25,0.33,0.29,20,75,15,False
Kinepolis,cot-gemini-2.5-flash,0.58,0.64,0.61,11,0.26,0.33,0.29,7,75,15,False
Kinepolis,mistral-large-2411,0.58,0.64,0.61,11,0.4,0.27,0.32,15,75,15,False
Kinepolis,cot2-gemini-2.5-flash,0.8,0.73,0.76,11,0.4,0.4,0.4,30,75,15,False
Kinepolis,few2-gpt-4o,0.71,0.45,0.56,11,0.43,0.2,0.27,15,75,15,False
Kinepolis,few2-gpt-5-nano,0.67,0.55,0.6,11,0.22,0.13,0.17,8,75,15,False
Kinepolis,gpt-3.5-turbo,0.75,0.55,0.63,11,0.14,0.07,0.09,3,75,15,False
Kinepolis,cot-mlx-community-phi-4-8bit,0.58,0.64,0.61,11,0.33,0.33,0.33,17,75,15,False
Kinepolis,mlx-community-Llama-3.2-3B-Instruct-4bit,0.71,0.45,0.56,11,0.4,0.27,0.32,12,75,15,False
Kinepolis,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.55,0.55,0.55,11,0.23,0.2,0.21,9,75,15,False
Kinepolis,few2-mlx-community-phi-4-8bit,0.88,0.64,0.74,11,0.44,0.27,0.33,14,75,15,False
Kinepolis,cot2-mlx-community-phi-4-8bit,0.37,0.64,0.47,11,0.14,0.2,0.16,9,75,15,False
Kinepolis,few2-mistral-large-2411,0.78,0.64,0.7,11,0.3,0.2,0.24,15,75,15,False
Kinepolis,few2-mistral-small-2506,0.75,0.55,0.63,11,0.33,0.2,0.25,15,75,15,False
Kinepolis,few2-gpt-3.5-turbo,0.71,0.45,0.56,11,0.4,0.13,0.2,10,75,15,False
Kinepolis,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.58,0.64,0.61,11,0.18,0.27,0.22,12,75,15,False
Kinepolis,mlx-community-phi-4-8bit,0.58,0.64,0.61,11,0.24,0.27,0.25,14,75,15,False
Kinepolis,gpt-4o-mini,0.7,0.64,0.67,11,0.36,0.27,0.31,13,75,15,False
Kinepolis,codestral-2508,0.64,0.64,0.64,11,0.21,0.2,0.21,12,75,15,False
Kinepolis,few-gpt-5,0.62,0.73,0.67,11,0.33,0.4,0.36,20,75,15,False
Kinepolis,cot-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.7,0.64,0.67,11,0.18,0.13,0.15,6,75,15,False
Kinepolis,cot-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.6,0.55,0.57,11,0.25,0.2,0.22,9,75,15,False
Kinepolis,cot2-mlx-community-Falcon3-10B-Instruct-6bit,0.5,0.64,0.56,11,0.18,0.33,0.23,19,75,15,False
Kinepolis,cot2-gpt-5-nano,0.47,0.64,0.54,11,0.25,0.27,0.26,16,75,15,False
Kinepolis,gpt-5-mini,0.58,0.64,0.61,11,0.26,0.33,0.29,19,75,15,False
Kinepolis,cot-gpt-5-mini,0.58,0.64,0.61,11,0.29,0.33,0.31,8,75,15,False
Kinepolis,few2-gpt-5,0.57,0.73,0.64,11,0.32,0.4,0.35,26,75,15,False
Kinepolis,mistral-small-2506,0.54,0.64,0.58,11,0.27,0.27,0.27,14,75,15,False
Kinepolis,claude-3-7-sonnet-20250219,0.55,0.55,0.55,11,0.25,0.2,0.22,13,75,15,False
Kinepolis,cot2-mistral-large-2411,0.75,0.55,0.63,11,0.33,0.13,0.19,5,75,15,False
Kinepolis,o3-mini,0.46,0.55,0.5,11,0.2,0.2,0.2,13,75,15,False
Kinepolis,few2-deepseek-chat,0.7,0.64,0.67,11,0.4,0.27,0.32,20,75,15,False
Kinepolis,cot-gpt-4o-mini,0.75,0.55,0.63,11,0.25,0.13,0.17,6,75,15,False
Kinepolis,deepseek-chat,0.47,0.64,0.54,11,0.22,0.27,0.24,17,75,15,False
Kinepolis,few-mlx-community-Falcon3-10B-Instruct-6bit,0.67,0.55,0.6,11,0.22,0.13,0.17,6,75,15,False
Kinepolis,few2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.75,0.55,0.63,11,0.33,0.2,0.25,11,75,15,False
Kinepolis,mlx-community-gemma-3-4b-it-5bit,0.83,0.45,0.59,11,0.6,0.2,0.3,11,75,15,False
Kinepolis,cot2-mlx-community-gemma-3-4b-it-5bit,0.88,0.64,0.74,11,0,0,0,0,75,15,False
Kinepolis,cot-claude-3-7-sonnet-20250219,0.58,0.64,0.61,11,0.29,0.27,0.28,15,75,15,False
Kinepolis,cot2-o3-mini,0.64,0.64,0.64,11,0.36,0.33,0.34,25,75,15,False
Kinepolis,few-gpt-3.5-turbo,0.55,0.55,0.55,11,0.27,0.2,0.23,14,75,15,False
Kinepolis,few-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.67,0.55,0.6,11,0.27,0.2,0.23,15,75,15,False
Kinepolis,few-claude-sonnet-4-5-20250929,0.54,0.64,0.58,11,0.33,0.33,0.33,21,75,15,False
Kinepolis,cot2-deepseek-chat,0.57,0.73,0.64,11,0.33,0.4,0.36,25,75,15,False
Kinepolis,cot-o3-mini,0.7,0.64,0.67,11,0.36,0.27,0.31,7,75,15,False
Kinepolis,cot-gpt-5-nano,0.67,0.73,0.7,11,0.33,0.4,0.36,14,75,15,False
Kinepolis,cot-mlx-community-Llama-3.2-3B-Instruct-4bit,0.86,0.55,0.67,11,0.33,0.2,0.25,9,75,15,False
Kinepolis,cot2-gpt-4o,0.58,0.64,0.61,11,0.27,0.27,0.27,15,75,15,False
Kinepolis,cot-mistral-large-2411,0.7,0.64,0.67,11,0.33,0.2,0.25,5,75,15,False
Kinepolis,mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.75,0.55,0.63,11,0.21,0.4,0.28,17,75,15,False
Kinepolis,cot2-gpt-5-mini,0.62,0.73,0.67,11,0.26,0.33,0.29,19,75,15,False
Kinepolis,few2-mlx-community-Falcon3-10B-Instruct-6bit,0.62,0.45,0.53,11,0.29,0.13,0.18,6,75,15,False
Kinepolis,gpt-5-nano,0.67,0.55,0.6,11,0.33,0.2,0.25,5,75,15,False
Kinepolis,cot-gpt-5,0.73,0.73,0.73,11,0.38,0.4,0.39,8,75,15,False
Kinepolis,few2-mlx-community-gemma-3-4b-it-5bit,1.0,0.45,0.62,11,0.5,0.13,0.21,8,75,15,False
Kinepolis,cot2-gpt-3.5-turbo,0.33,0.55,0.41,11,0.18,0.2,0.19,10,75,15,False
Kinepolis,few-mistral-small-2506,0.78,0.64,0.7,11,0.44,0.27,0.33,18,75,15,False
Kinepolis,cot2-gpt-5,0.58,0.64,0.61,11,0.24,0.33,0.28,25,75,15,False
eHome2020,cot2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
Kinepolis,few2-claude-3-7-sonnet-20250219,0.88,0.64,0.74,11,0.5,0.27,0.35,19,75,15,False
Kinepolis,few-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.62,0.45,0.53,11,0.14,0.13,0.14,6,75,15,False
eHome2020,cot-gpt-3.5-turbo,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
Kinepolis,few2-gpt-4-turbo,0.62,0.45,0.53,11,0.43,0.2,0.27,15,75,15,False
Kinepolis,cot2-codestral-2508,0.37,0.64,0.47,11,0.17,0.27,0.21,13,75,15,False
Kinepolis,few-deepseek-chat,0.67,0.73,0.7,11,0.33,0.33,0.33,18,75,15,False
eHome2020,cot-gpt-4-turbo,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,cot2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,few-gpt-5-nano,0.42,0.62,0.5,8,0.23,0.3,0.26,14,50,10,False
Kinepolis,cot2-gpt-4-turbo,0.43,0.55,0.48,11,0.21,0.2,0.21,6,75,15,False
eHome2020,cot2-claude-sonnet-4-5-20250929,0.5,0.62,0.56,8,0.25,0.2,0.22,9,50,10,False
Kinepolis,few-gpt-4-turbo,0.67,0.55,0.6,11,0.5,0.33,0.4,24,75,15,False
eHome2020,few2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.42,0.62,0.5,8,0.15,0.2,0.17,2,50,10,False
Kinepolis,cot2-claude-3-7-sonnet-20250219,0.78,0.64,0.7,11,0.27,0.2,0.23,11,75,15,False
eHome2020,few2-claude-sonnet-4-5-20250929,0.5,0.62,0.56,8,0.11,0.1,0.11,5,50,10,False
Kinepolis,few-gemini-2.5-flash,0.57,0.73,0.64,11,0.35,0.4,0.38,27,75,15,False
Kinepolis,gemini-2.5-flash,0.5,0.64,0.56,11,0.22,0.27,0.24,17,75,15,False
eHome2020,mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,cot-mistral-small-2506,0.44,0.5,0.47,8,0.18,0.2,0.19,5,50,10,False
eHome2020,few-codestral-2508,0.44,0.5,0.47,8,0.17,0.2,0.18,8,50,10,False
eHome2020,gpt-4o,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,few2-o3-mini,0.45,0.62,0.53,8,0.33,0.4,0.36,19,50,10,False
eHome2020,few-mlx-community-gemma-3-4b-it-5bit,0.57,0.5,0.53,8,0.4,0.2,0.27,8,50,10,False
eHome2020,few-mlx-community-phi-4-8bit,0.57,0.5,0.53,8,0.11,0.1,0.11,5,50,10,False
eHome2020,gpt-5,0.38,0.62,0.48,8,0.27,0.3,0.29,11,50,10,False
eHome2020,mistral-large-2411,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,cot-gpt-4o,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,few2-gpt-5-mini,0.4,0.5,0.44,8,0.25,0.3,0.27,14,50,10,False
eHome2020,cot-mlx-community-Falcon3-10B-Instruct-6bit,0.56,0.62,0.59,8,0.33,0.3,0.32,8,50,10,False
eHome2020,few-gpt-5-mini,0.5,0.62,0.56,8,0.25,0.3,0.27,14,50,10,False
eHome2020,cot-claude-sonnet-4-5-20250929,0.5,0.62,0.56,8,0.3,0.3,0.3,10,50,10,False
eHome2020,few-mistral-large-2411,0.56,0.62,0.59,8,0.3,0.3,0.3,6,50,10,False
eHome2020,gpt-4-turbo,0.56,0.62,0.59,8,0.3,0.3,0.3,12,50,10,False
eHome2020,cot2-mistral-small-2506,0.5,0.5,0.5,8,0.29,0.2,0.24,8,50,10,False
eHome2020,few-claude-3-7-sonnet-20250219,0.45,0.62,0.53,8,0.25,0.3,0.27,14,50,10,False
eHome2020,cot-mlx-community-phi-4-8bit,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,few-gpt-4o-mini,0.44,0.5,0.47,8,0.11,0.1,0.11,4,50,10,False
eHome2020,cot2-gpt-4o-mini,0.24,0.5,0.32,8,0,0,0,0,50,10,False
eHome2020,few-gpt-4o,0.5,0.62,0.56,8,0.33,0.3,0.32,12,50,10,False
eHome2020,few2-codestral-2508,0.44,0.5,0.47,8,0.25,0.3,0.27,12,50,10,False
eHome2020,few2-gpt-4o-mini,0.5,0.62,0.56,8,0.43,0.3,0.35,11,50,10,False
eHome2020,cot-mlx-community-gemma-3-4b-it-5bit,0.67,0.5,0.57,8,0.4,0.2,0.27,5,50,10,False
eHome2020,few-o3-mini,0.56,0.62,0.59,8,0.25,0.2,0.22,9,50,10,False
eHome2020,cot-codestral-2508,0.44,0.5,0.47,8,0.25,0.3,0.27,10,50,10,False
eHome2020,few2-mlx-community-phi-4-8bit,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,claude-sonnet-4-5-20250929,0.5,0.62,0.56,8,0.27,0.3,0.29,9,50,10,False
eHome2020,mlx-community-Falcon3-10B-Instruct-6bit,0.56,0.62,0.59,8,0.38,0.3,0.33,8,50,10,False
eHome2020,cot-gemini-2.5-flash,0.5,0.62,0.56,8,0.17,0.2,0.18,4,50,10,False
eHome2020,cot2-gemini-2.5-flash,0.62,0.62,0.62,8,0.33,0.2,0.25,8,50,10,False
eHome2020,cot-deepseek-chat,0.5,0.62,0.56,8,0.3,0.3,0.3,9,50,10,False
eHome2020,few2-gpt-5-nano,0.5,0.5,0.5,8,0.2,0.2,0.2,7,50,10,False
eHome2020,few2-mistral-large-2411,0.56,0.62,0.59,8,0.38,0.3,0.33,10,50,10,False
eHome2020,gpt-3.5-turbo,0.67,0.5,0.57,8,0.38,0.3,0.33,9,50,10,False
eHome2020,few2-gemini-2.5-flash,0.45,0.62,0.53,8,0.23,0.3,0.26,13,50,10,False
eHome2020,mlx-community-Llama-3.2-3B-Instruct-4bit,0.67,0.5,0.57,8,0.1,0.1,0.1,3,50,10,False
eHome2020,cot2-mlx-community-phi-4-8bit,0.12,0.62,0.2,8,0.09,0.3,0.13,12,50,10,False
eHome2020,few-gpt-5,0.44,0.5,0.47,8,0.17,0.2,0.18,9,50,10,False
eHome2020,gpt-4o-mini,0.5,0.62,0.56,8,0.3,0.3,0.3,8,50,10,False
eHome2020,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.5,0.5,0.5,8,0.29,0.2,0.24,7,50,10,False
eHome2020,few2-mistral-small-2506,0.57,0.5,0.53,8,0.25,0.2,0.22,8,50,10,False
eHome2020,few2-gpt-4o,0.45,0.62,0.53,8,0.25,0.3,0.27,12,50,10,False
eHome2020,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.57,0.5,0.53,8,0.11,0.2,0.14,7,50,10,False
eHome2020,cot2-mlx-community-Falcon3-10B-Instruct-6bit,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,few2-gpt-3.5-turbo,0.5,0.62,0.56,8,0.21,0.3,0.25,13,50,10,False
eHome2020,mlx-community-phi-4-8bit,0.5,0.5,0.5,8,0.14,0.1,0.12,3,50,10,False
eHome2020,cot-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.44,0.5,0.47,8,0.27,0.3,0.29,8,50,10,False
eHome2020,cot-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.5,0.62,0.56,8,0.22,0.2,0.21,7,50,10,False
eHome2020,codestral-2508,0.56,0.62,0.59,8,0.25,0.2,0.22,8,50,10,False
eHome2020,gpt-5-mini,0.5,0.62,0.56,8,0.36,0.4,0.38,13,50,10,False
eHome2020,cot2-mistral-large-2411,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,few2-gpt-5,0.42,0.62,0.5,8,0.33,0.5,0.4,18,50,10,False
eHome2020,cot2-gpt-4o,0.5,0.62,0.56,8,0.27,0.3,0.29,8,50,10,False
eHome2020,cot-gpt-5-mini,0.6,0.75,0.67,8,0.38,0.5,0.43,9,50,10,False
Kinepolis,few-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,15,True
eHome2020,cot-gpt-4o-mini,0.56,0.62,0.59,8,0.29,0.2,0.24,7,50,10,False
eHome2020,mistral-small-2506,0.5,0.5,0.5,8,0.2,0.2,0.2,7,50,10,False
eHome2020,few2-deepseek-chat,0.5,0.62,0.56,8,0.22,0.2,0.21,10,50,10,False
eHome2020,cot2-gpt-5-nano,0.33,0.62,0.43,8,0.13,0.2,0.16,8,50,10,False
eHome2020,few2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.57,0.5,0.53,8,0.29,0.2,0.24,8,50,10,False
eHome2020,o3-mini,0.56,0.62,0.59,8,0.27,0.3,0.29,13,50,10,False
eHome2020,cot2-mlx-community-gemma-3-4b-it-5bit,0.44,0.5,0.47,8,0.25,0.1,0.14,1,50,10,False
eHome2020,deepseek-chat,0.56,0.62,0.59,8,0.3,0.3,0.3,13,50,10,False
eHome2020,few-mlx-community-Falcon3-10B-Instruct-6bit,0.33,0.62,0.43,8,0.3,0.3,0.3,9,50,10,False
eHome2020,claude-3-7-sonnet-20250219,0.56,0.62,0.59,8,0.3,0.3,0.3,13,50,10,False
eHome2020,mlx-community-gemma-3-4b-it-5bit,0.5,0.5,0.5,8,0.5,0.1,0.17,2,50,10,False
eHome2020,cot2-o3-mini,0.56,0.62,0.59,8,0.29,0.2,0.24,8,50,10,False
eHome2020,few-claude-sonnet-4-5-20250929,0.5,0.62,0.56,8,0.3,0.3,0.3,10,50,10,False
eHome2020,few-mlx-community-Llama-3.2-3B-Instruct-4bit,0.25,0.5,0.33,8,0.05,0.2,0.08,4,50,10,False
eHome2020,few-gpt-3.5-turbo,0.36,0.62,0.45,8,0.15,0.2,0.17,9,50,10,False
eHome2020,few-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.57,0.5,0.53,8,0.31,0.4,0.35,13,50,10,False
eHome2020,cot2-deepseek-chat,0.38,0.62,0.48,8,0.15,0.2,0.17,8,50,10,False
eHome2020,few-mistral-small-2506,0.4,0.5,0.44,8,0.17,0.2,0.18,8,50,10,False
eHome2020,cot-claude-3-7-sonnet-20250219,0.5,0.62,0.56,8,0.27,0.3,0.29,10,50,10,False
eHome2020,gemini-2.5-flash,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
eHome2020,mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.5,0.62,0.56,8,0.36,0.4,0.38,10,50,10,False
eHome2020,cot2-gpt-3.5-turbo,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10,True
SellingGoods,cot-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,9,True
eHome2020,few2-mlx-community-Falcon3-10B-Instruct-6bit,0.44,0.5,0.47,8,0.22,0.2,0.21,8,50,10,False
eHome2020,cot2-codestral-2508,0.44,0.5,0.47,8,0.22,0.2,0.21,6,50,10,False
eHome2020,cot-gpt-5-nano,0.42,0.62,0.5,8,0.19,0.3,0.23,5,50,10,False
eHome2020,few-deepseek-chat,0.45,0.62,0.53,8,0.18,0.2,0.19,10,50,10,False
eHome2020,few2-mlx-community-gemma-3-4b-it-5bit,0.6,0.38,0.46,8,0.25,0.1,0.14,4,50,10,False
eHome2020,few2-gpt-4-turbo,0.57,0.5,0.53,8,0.25,0.2,0.22,7,50,10,False
eHome2020,few-gpt-4-turbo,0.56,0.62,0.59,8,0.33,0.3,0.32,11,50,10,False
eHome2020,cot-gpt-5,0.45,0.62,0.53,8,0.2,0.2,0.2,3,50,10,False
eHome2020,cot-mistral-large-2411,0.56,0.62,0.59,8,0.22,0.2,0.21,6,50,10,False
eHome2020,few-gemini-2.5-flash,0.42,0.62,0.5,8,0.17,0.3,0.21,11,50,10,False
eHome2020,cot2-gpt-5,0.38,0.62,0.48,8,0.23,0.3,0.26,10,50,10,False
eHome2020,gpt-5-nano,0.56,0.62,0.59,8,0.38,0.3,0.33,12,50,10,False
eHome2020,few2-claude-3-7-sonnet-20250219,0.56,0.62,0.59,8,0.33,0.3,0.32,14,50,10,False
eHome2020,few-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.4,0.5,0.44,8,0.14,0.3,0.19,13,50,10,False
eHome2020,cot-mlx-community-Llama-3.2-3B-Instruct-4bit,0.36,0.62,0.45,8,0.11,0.2,0.14,7,50,10,False
eHome2020,cot2-claude-3-7-sonnet-20250219,0.42,0.62,0.5,8,0.22,0.2,0.21,8,50,10,False
eHome2020,cot2-gpt-5-mini,0.55,0.75,0.63,8,0.36,0.4,0.38,15,50,10,False
HotelBookingManagementSystem,few2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.38,0.31,0.34,16,0.12,0.1,0.11,2,105,21,False
HotelBookingManagementSystem,few-mlx-community-phi-4-8bit,0.4,0.25,0.31,16,0.18,0.1,0.12,6,105,21,False
eHome2020,cot2-gpt-4-turbo,0.36,0.62,0.45,8,0.17,0.2,0.18,6,50,10,False
HotelBookingManagementSystem,cot2-claude-sonnet-4-5-20250929,0.56,0.31,0.4,16,0.45,0.24,0.31,17,105,21,False
HotelBookingManagementSystem,few-gpt-5-nano,0.36,0.25,0.3,16,0.22,0.1,0.13,8,105,21,False
HotelBookingManagementSystem,cot2-mlx-community-Qwen3-4B-Instruct-2507-4bit-DWQ-2510,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,21,True
HotelBookingManagementSystem,cot2-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.17,0.25,0.2,16,0,0,0,0,105,21,False
HotelBookingManagementSystem,gpt-5,0.33,0.38,0.35,16,0.17,0.24,0.2,19,105,21,False
HotelBookingManagementSystem,cot-mlx-community-Falcon3-10B-Instruct-6bit,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,21,True
HotelBookingManagementSystem,few-mlx-community-gemma-3-4b-it-5bit,0.57,0.25,0.35,16,0.43,0.14,0.21,4,105,21,False
HotelBookingManagementSystem,cot-mistral-small-2506,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,21,True
HotelBookingManagementSystem,cot-gpt-4-turbo,0.8,0.25,0.38,16,0.5,0.14,0.22,7,105,21,False
HotelBookingManagementSystem,few2-claude-sonnet-4-5-20250929,0.42,0.31,0.36,16,0.12,0.1,0.11,7,105,21,False
HotelBookingManagementSystem,few-claude-3-7-sonnet-20250219,0.36,0.25,0.3,16,0.21,0.14,0.17,11,105,21,False
HotelBookingManagementSystem,cot-gpt-3.5-turbo,0.5,0.19,0.27,16,0,0,0,0,105,21,False
HotelBookingManagementSystem,mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.43,0.19,0.26,16,0,0,0,0,105,21,False
HotelBookingManagementSystem,few-codestral-2508,0.33,0.25,0.29,16,0.27,0.14,0.19,10,105,21,False
HotelBookingManagementSystem,few2-o3-mini,0.27,0.19,0.22,16,0.08,0.05,0.06,4,105,21,False
HotelBookingManagementSystem,few-mistral-large-2411,0.45,0.31,0.37,16,0.25,0.14,0.18,12,105,21,False
eHome2020,cot-o3-mini,0.56,0.62,0.59,8,0.29,0.2,0.24,4,50,10,False
HotelBookingManagementSystem,few2-codestral-2508,0.56,0.31,0.4,16,0.33,0.14,0.2,11,105,21,False
HotelBookingManagementSystem,gpt-4o,0.44,0.25,0.32,16,0.18,0.1,0.12,6,105,21,False
HotelBookingManagementSystem,gpt-4-turbo,0.44,0.25,0.32,16,0.2,0.1,0.13,4,105,21,False
HotelBookingManagementSystem,cot-deepseek-chat,0.5,0.31,0.38,16,0.5,0.24,0.32,13,105,21,False
HotelBookingManagementSystem,few-gpt-4o,0.45,0.31,0.37,16,0.27,0.19,0.22,14,105,21,False
HotelBookingManagementSystem,few2-gpt-5-mini,0.35,0.38,0.36,16,0.3,0.33,0.32,25,105,21,False
HotelBookingManagementSystem,cot-claude-sonnet-4-5-20250929,0.5,0.44,0.47,16,0.35,0.33,0.34,28,105,21,False
HotelBookingManagementSystem,few-gpt-5-mini,0.44,0.44,0.44,16,0.24,0.24,0.24,20,105,21,False
HotelBookingManagementSystem,cot2-mistral-small-2506,0.2,0.19,0.19,16,0.06,0.05,0.05,2,105,21,False
HotelBookingManagementSystem,cot2-gpt-4o-mini,0.21,0.38,0.27,16,0.03,0.05,0.04,2,105,21,False
HotelBookingManagementSystem,few-gpt-4o-mini,0.56,0.31,0.4,16,0.5,0.14,0.22,7,105,21,False
HotelBookingManagementSystem,few2-gpt-4o-mini,0.5,0.31,0.38,16,0.33,0.14,0.2,8,105,21,False
HotelBookingManagementSystem,few-o3-mini,0.45,0.31,0.37,16,0.21,0.14,0.17,7,105,21,False
HotelBookingManagementSystem,mistral-large-2411,0.44,0.25,0.32,16,0.33,0.14,0.2,11,105,21,False
HotelBookingManagementSystem,cot-mlx-community-gemma-3-4b-it-5bit,0.67,0.25,0.36,16,0.5,0.24,0.32,8,105,21,False
HotelBookingManagementSystem,cot-gpt-4o,0.5,0.31,0.38,16,0.24,0.19,0.21,9,105,21,False
HotelBookingManagementSystem,few2-gemini-2.5-flash,0.45,0.31,0.37,16,0.25,0.19,0.22,13,105,21,False
HotelBookingManagementSystem,mlx-community-Falcon3-10B-Instruct-6bit,0.62,0.31,0.42,16,0.45,0.24,0.31,7,105,21,False
HotelBookingManagementSystem,cot-codestral-2508,0.36,0.31,0.33,16,0.06,0.05,0.05,3,105,21,False
HotelBookingManagementSystem,cot2-gemini-2.5-flash,0.71,0.31,0.43,16,0.56,0.24,0.33,7,105,21,False
HotelBookingManagementSystem,few2-mistral-large-2411,0.5,0.31,0.38,16,0.3,0.14,0.19,11,105,21,False
HotelBookingManagementSystem,claude-sonnet-4-5-20250929,0.47,0.5,0.48,16,0.27,0.29,0.28,24,105,21,False
HotelBookingManagementSystem,cot-gemini-2.5-flash,0.6,0.38,0.46,16,0.36,0.24,0.29,10,105,21,False
HotelBookingManagementSystem,few2-gpt-5-nano,0.2,0.12,0.15,16,0,0,0,0,105,21,False
HotelBookingManagementSystem,cot-mlx-community-phi-4-8bit,0.29,0.31,0.3,16,0.09,0.19,0.12,12,105,21,False
HotelBookingManagementSystem,few-gpt-5,0.3,0.38,0.33,16,0.14,0.24,0.18,8,105,21,False
HotelBookingManagementSystem,gpt-3.5-turbo,0.4,0.12,0.19,16,0,0,0,0,105,21,False
HotelBookingManagementSystem,few2-mlx-community-phi-4-8bit,0.36,0.25,0.3,16,0.17,0.1,0.12,6,105,21,False
HotelBookingManagementSystem,cot2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,21,True
HotelBookingManagementSystem,cot2-mlx-community-phi-4-8bit,0.23,0.38,0.29,16,0.11,0.24,0.15,20,105,21,False
HotelBookingManagementSystem,few2-mlx-community-Llama-3.2-3B-Instruct-4bit,0.33,0.25,0.29,16,0.18,0.1,0.12,5,105,21,False
HotelBookingManagementSystem,cot-mlx-community-Mistral-7B-Instruct-v0.3-4bit,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0,21,True
HotelBookingManagementSystem,few2-gpt-4o,0.36,0.25,0.3,16,0.18,0.1,0.12,7,105,21,False
HotelBookingManagementSystem,few2-gpt-3.5-turbo,0.6,0.19,0.29,16,0.4,0.1,0.15,8,105,21,False
HotelBookingManagementSystem,gpt-4o-mini,0.56,0.31,0.4,16,0.43,0.14,0.21,8,105,21,False
HotelBookingManagementSystem,few2-mistral-small-2506,0.38,0.31,0.34,16,0.2,0.14,0.17,9,105,21,False
