sub_folder_name,model_name,precision_class,recall_class,f1_class,n_classes,precision_rel,recall_rel,f1_rel,score_rel,max_score,n_rel
Sober,claude-3-7-sonnet-20250219,0.45,0.5,0.48,10,0.13,0.25,0.17,2,40,8
Sober,o3-mini,0.5,0.3,0.37,10,0,0,0,0,40,8
Sober,cot-gpt-4o-mini,0.56,0.5,0.53,10,0,0,0,0,40,8
Sober,cot-o3-mini,0.5,0.3,0.37,10,0,0,0,0,40,8
Sober,few-gpt-3.5-turbo,0.3,0.3,0.3,10,0,0,0,0,40,8
Sober,cot2-o3-mini,0.29,0.2,0.24,10,0,0,0,0,40,8
Sober,cot-gpt-5-nano,0.33,0.4,0.36,10,0,0,0,0,40,8
Sober,gpt-5-nano,0.5,0.3,0.37,10,0,0,0,0,40,8
Sober,cot2-gpt-4-turbo,0.18,0.2,0.19,10,0,0,0,0,40,8
Sober,cot2-gpt-3.5-turbo,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,8
Sober,few-gpt-4-turbo,0.25,0.2,0.22,10,0,0,0,0,40,8
Sober,few2-gpt-4-turbo,0.14,0.1,0.12,10,0,0,0,0,40,8
University,few-gpt-5-nano,0.56,0.56,0.56,9,0.12,0.11,0.12,4,45,9
University,gpt-5,0.56,0.56,0.56,9,0.2,0.22,0.21,10,45,9
University,few2-o3-mini,0.67,0.67,0.67,9,0.38,0.33,0.35,12,45,9
University,cot-gpt-3.5-turbo,0.57,0.44,0.5,9,0.2,0.11,0.14,4,45,9
University,cot-gpt-4-turbo,0.75,0.67,0.71,9,0.43,0.33,0.38,8,45,9
University,gpt-4-turbo,0.67,0.67,0.67,9,0.25,0.22,0.24,9,45,9
University,few-gpt-4o,0.56,0.56,0.56,9,0.12,0.11,0.12,4,45,9
University,gpt-4o,0.6,0.67,0.63,9,0.33,0.33,0.33,9,45,9
University,cot2-gpt-4o-mini,0.56,0.56,0.56,9,0.14,0.11,0.12,3,45,9
University,few-gpt-4o-mini,0.62,0.56,0.59,9,0.17,0.11,0.13,4,45,9
University,few2-gpt-4o-mini,0.67,0.67,0.67,9,0.14,0.11,0.12,4,45,9
University,few-o3-mini,0.67,0.67,0.67,9,0.5,0.33,0.4,12,45,9
University,claude-sonnet-4-5-20250929,0.55,0.67,0.6,9,0.17,0.22,0.19,9,45,9
University,cot-gpt-4o,0.62,0.56,0.59,9,0.12,0.11,0.12,3,45,9
University,few2-gpt-5-nano,0.62,0.56,0.59,9,0.33,0.22,0.27,8,45,9
University,few2-gpt-4o,0.56,0.56,0.56,9,0.14,0.11,0.12,4,45,9
University,gpt-3.5-turbo,0.5,0.56,0.53,9,0.22,0.22,0.22,9,45,9
University,few2-gpt-3.5-turbo,0.6,0.67,0.63,9,0.17,0.22,0.19,8,45,9
University,gpt-4o-mini,0.62,0.56,0.59,9,0.14,0.11,0.12,5,45,9
University,cot2-gpt-4o,0.5,0.56,0.53,9,0.14,0.11,0.12,4,45,9
University,cot2-gpt-5-nano,0.71,0.56,0.63,9,0.33,0.22,0.27,7,45,9
University,claude-3-7-sonnet-20250219,0.67,0.67,0.67,9,0.3,0.33,0.32,13,45,9
University,o3-mini,0.67,0.67,0.67,9,0.3,0.33,0.32,11,45,9
University,cot-gpt-4o-mini,0.62,0.56,0.59,9,0.14,0.11,0.12,4,45,9
University,cot-o3-mini,0.71,0.56,0.63,9,0.29,0.22,0.25,6,45,9
University,few-gpt-3.5-turbo,0.6,0.67,0.63,9,0.22,0.22,0.22,7,45,9
University,cot2-o3-mini,0.71,0.56,0.63,9,0.33,0.22,0.27,9,45,9
University,cot-gpt-5-nano,0.67,0.67,0.67,9,0.5,0.33,0.4,9,45,9
University,gpt-5-nano,0.6,0.67,0.63,9,0.3,0.33,0.32,10,45,9
University,cot2-gpt-4-turbo,0.62,0.56,0.59,9,0.14,0.11,0.12,4,45,9
University,cot2-gpt-3.5-turbo,0.67,0.67,0.67,9,0.12,0.11,0.12,5,45,9
University,few-gpt-4-turbo,0.6,0.67,0.63,9,0.2,0.22,0.21,4,45,9
University,few2-gpt-4-turbo,0.75,0.67,0.71,9,0.43,0.33,0.38,12,45,9
SellingGoods,few-gpt-5-nano,0.5,0.62,0.56,8,0.44,0.44,0.44,12,45,9
SellingGoods,gpt-5,0.46,0.75,0.57,8,0.29,0.44,0.35,13,45,9
SellingGoods,few2-o3-mini,0.71,0.62,0.67,8,0.5,0.44,0.47,4,45,9
SellingGoods,cot-gpt-3.5-turbo,0.45,0.62,0.53,8,0.33,0.33,0.33,8,45,9
SellingGoods,cot-gpt-4-turbo,0.67,0.75,0.71,8,0.38,0.56,0.45,16,45,9
SellingGoods,gpt-4-turbo,0.71,0.62,0.67,8,0.57,0.44,0.5,15,45,9
SellingGoods,few-gpt-4o,0.5,0.75,0.6,8,0.38,0.56,0.45,20,45,9
SellingGoods,gpt-4o,0.6,0.75,0.67,8,0.4,0.44,0.42,17,45,9
SellingGoods,cot2-gpt-4o-mini,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,9
SellingGoods,few-gpt-4o-mini,0.62,0.62,0.62,8,0.5,0.44,0.47,18,45,9
SellingGoods,few2-gpt-4o-mini,0.75,0.75,0.75,8,0.57,0.44,0.5,18,45,9
SellingGoods,few-o3-mini,0.56,0.62,0.59,8,0.44,0.44,0.44,12,45,9
SellingGoods,claude-sonnet-4-5-20250929,0.71,0.62,0.67,8,0.5,0.44,0.47,16,45,9
SellingGoods,cot-gpt-4o,0.5,0.75,0.6,8,0.28,0.56,0.37,15,45,9
SellingGoods,few2-gpt-5-nano,0.5,0.62,0.56,8,0.44,0.44,0.44,16,45,9
SellingGoods,few2-gpt-4o,0.62,0.62,0.62,8,0.57,0.44,0.5,15,45,9
SellingGoods,gpt-3.5-turbo,0.5,0.75,0.6,8,0.25,0.33,0.29,9,45,9
SellingGoods,few2-gpt-3.5-turbo,0.5,0.5,0.5,8,0.3,0.33,0.32,15,45,9
SellingGoods,gpt-4o-mini,0.71,0.62,0.67,8,0.5,0.44,0.47,16,45,9
SellingGoods,cot2-gpt-4o,0.45,0.62,0.53,8,0.36,0.44,0.4,12,45,9
SellingGoods,cot2-gpt-5-nano,0.4,0.75,0.52,8,0.25,0.44,0.32,14,45,9
SellingGoods,claude-3-7-sonnet-20250219,0.67,0.75,0.71,8,0.44,0.44,0.44,18,45,9
SellingGoods,o3-mini,0.86,0.75,0.8,8,0.57,0.44,0.5,13,45,9
SellingGoods,cot-gpt-4o-mini,0.62,0.62,0.62,8,0.57,0.44,0.5,15,45,9
SellingGoods,cot-o3-mini,0.71,0.62,0.67,8,0.57,0.44,0.5,7,45,9
SellingGoods,few-gpt-3.5-turbo,0.67,0.75,0.71,8,0.5,0.44,0.47,18,45,9
SellingGoods,cot2-o3-mini,0.56,0.62,0.59,8,0.44,0.44,0.44,17,45,9
SellingGoods,cot-gpt-5-nano,0.67,0.75,0.71,8,0.45,0.56,0.5,10,45,9
SellingGoods,gpt-5-nano,0.45,0.62,0.53,8,0.36,0.44,0.4,16,45,9
SellingGoods,cot2-gpt-4-turbo,0.43,0.75,0.55,8,0.26,0.56,0.36,16,45,9
SellingGoods,cot2-gpt-3.5-turbo,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,9
SellingGoods,few-gpt-4-turbo,0.75,0.75,0.75,8,0.58,0.78,0.67,26,45,9
SellingGoods,few2-gpt-4-turbo,0.6,0.75,0.67,8,0.33,0.33,0.33,6,45,9
Kinepolis,few-gpt-5-nano,0.71,0.45,0.56,11,0.33,0.13,0.19,2,75,15
Kinepolis,gpt-5,0.53,0.73,0.62,11,0.27,0.4,0.32,20,75,15
Kinepolis,few2-o3-mini,0.6,0.55,0.57,11,0.27,0.2,0.23,10,75,15
Kinepolis,cot-gpt-3.5-turbo,0.64,0.64,0.64,11,0.2,0.13,0.16,6,75,15
Kinepolis,cot-gpt-4-turbo,0.56,0.45,0.5,11,0.38,0.2,0.26,9,75,15
Kinepolis,gpt-4-turbo,0.54,0.64,0.58,11,0.23,0.2,0.21,9,75,15
Kinepolis,few-gpt-4o,0.7,0.64,0.67,11,0.3,0.2,0.24,13,75,15
Kinepolis,gpt-4o,0.67,0.73,0.7,11,0.29,0.27,0.28,18,75,15
Kinepolis,cot2-gpt-4o-mini,0.58,0.64,0.61,11,0.36,0.27,0.31,14,75,15
Kinepolis,few-gpt-4o-mini,0.67,0.55,0.6,11,0.38,0.2,0.26,15,75,15
Kinepolis,few2-gpt-4o-mini,0.71,0.45,0.56,11,0.5,0.2,0.29,13,75,15
Kinepolis,few-o3-mini,0.5,0.55,0.52,11,0.25,0.2,0.22,13,75,15
Kinepolis,claude-sonnet-4-5-20250929,0.57,0.73,0.64,11,0.28,0.33,0.3,21,75,15
Kinepolis,cot-gpt-4o,0.64,0.64,0.64,11,0.29,0.27,0.28,13,75,15
Kinepolis,few2-gpt-5-nano,0.67,0.55,0.6,11,0.22,0.13,0.17,8,75,15
Kinepolis,few2-gpt-4o,0.71,0.45,0.56,11,0.43,0.2,0.27,15,75,15
Kinepolis,gpt-3.5-turbo,0.75,0.55,0.63,11,0.14,0.07,0.09,3,75,15
Kinepolis,few2-gpt-3.5-turbo,0.71,0.45,0.56,11,0.4,0.13,0.2,10,75,15
Kinepolis,gpt-4o-mini,0.7,0.64,0.67,11,0.36,0.27,0.31,13,75,15
Kinepolis,cot2-gpt-4o,0.67,0.73,0.7,11,0.27,0.27,0.27,15,75,15
Kinepolis,cot2-gpt-5-nano,0.47,0.64,0.54,11,0.25,0.27,0.26,16,75,15
Kinepolis,claude-3-7-sonnet-20250219,0.58,0.64,0.61,11,0.38,0.33,0.36,20,75,15
Kinepolis,o3-mini,0.46,0.55,0.5,11,0.2,0.2,0.2,13,75,15
Kinepolis,cot-gpt-4o-mini,0.75,0.55,0.63,11,0.25,0.13,0.17,6,75,15
Kinepolis,cot-o3-mini,0.7,0.64,0.67,11,0.36,0.27,0.31,7,75,15
Kinepolis,few-gpt-3.5-turbo,0.55,0.55,0.55,11,0.27,0.2,0.23,14,75,15
Kinepolis,cot2-o3-mini,0.64,0.64,0.64,11,0.36,0.33,0.34,25,75,15
Kinepolis,cot-gpt-5-nano,0.67,0.73,0.7,11,0.33,0.4,0.36,14,75,15
Kinepolis,gpt-5-nano,0.67,0.55,0.6,11,0.33,0.2,0.25,5,75,15
Kinepolis,cot2-gpt-4-turbo,0.43,0.55,0.48,11,0.21,0.2,0.21,6,75,15
Kinepolis,cot2-gpt-3.5-turbo,0.33,0.55,0.41,11,0.18,0.2,0.19,10,75,15
Kinepolis,few-gpt-4-turbo,0.67,0.55,0.6,11,0.5,0.33,0.4,24,75,15
Kinepolis,few2-gpt-4-turbo,0.62,0.45,0.53,11,0.43,0.2,0.27,15,75,15
eHome2020,few-gpt-5-nano,0.42,0.62,0.5,8,0.23,0.3,0.26,14,50,10
eHome2020,gpt-5,0.45,0.62,0.53,8,0.2,0.3,0.24,13,50,10
eHome2020,few2-o3-mini,0.45,0.62,0.53,8,0.33,0.4,0.36,19,50,10
eHome2020,cot-gpt-3.5-turbo,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10
eHome2020,cot-gpt-4-turbo,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10
eHome2020,gpt-4-turbo,0.56,0.62,0.59,8,0.3,0.3,0.3,12,50,10
eHome2020,few-gpt-4o,0.5,0.62,0.56,8,0.33,0.3,0.32,12,50,10
eHome2020,gpt-4o,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10
eHome2020,cot2-gpt-4o-mini,0.24,0.5,0.32,8,0,0,0,0,50,10
eHome2020,few-gpt-4o-mini,0.44,0.5,0.47,8,0.11,0.1,0.11,4,50,10
eHome2020,few2-gpt-4o-mini,0.5,0.62,0.56,8,0.43,0.3,0.35,11,50,10
eHome2020,few-o3-mini,0.56,0.62,0.59,8,0.25,0.2,0.22,9,50,10
eHome2020,claude-sonnet-4-5-20250929,0.5,0.62,0.56,8,0.3,0.3,0.3,10,50,10
eHome2020,cot-gpt-4o,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10
eHome2020,few2-gpt-5-nano,0.5,0.5,0.5,8,0.2,0.2,0.2,7,50,10
eHome2020,few2-gpt-4o,0.45,0.62,0.53,8,0.25,0.3,0.27,12,50,10
eHome2020,gpt-3.5-turbo,0.67,0.5,0.57,8,0.38,0.3,0.33,9,50,10
eHome2020,few2-gpt-3.5-turbo,0.5,0.62,0.56,8,0.21,0.3,0.25,13,50,10
eHome2020,gpt-4o-mini,0.5,0.62,0.56,8,0.3,0.3,0.3,8,50,10
eHome2020,cot2-gpt-4o,0.5,0.62,0.56,8,0.27,0.3,0.29,8,50,10
eHome2020,cot2-gpt-5-nano,0.33,0.62,0.43,8,0.13,0.2,0.16,8,50,10
eHome2020,claude-3-7-sonnet-20250219,0.56,0.62,0.59,8,0.27,0.3,0.29,13,50,10
eHome2020,o3-mini,0.56,0.62,0.59,8,0.27,0.3,0.29,13,50,10
eHome2020,cot-gpt-4o-mini,0.56,0.62,0.59,8,0.29,0.2,0.24,7,50,10
eHome2020,cot-o3-mini,0.56,0.62,0.59,8,0.29,0.2,0.24,4,50,10
eHome2020,few-gpt-3.5-turbo,0.36,0.62,0.45,8,0.15,0.2,0.17,9,50,10
eHome2020,cot2-o3-mini,0.56,0.62,0.59,8,0.29,0.2,0.24,8,50,10
eHome2020,cot-gpt-5-nano,0.42,0.62,0.5,8,0.19,0.3,0.23,5,50,10
eHome2020,gpt-5-nano,0.56,0.62,0.59,8,0.38,0.3,0.33,12,50,10
eHome2020,cot2-gpt-4-turbo,0.36,0.62,0.45,8,0.17,0.2,0.18,6,50,10
eHome2020,cot2-gpt-3.5-turbo,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0,10
eHome2020,few-gpt-4-turbo,0.56,0.62,0.59,8,0.33,0.3,0.32,11,50,10
eHome2020,few2-gpt-4-turbo,0.57,0.5,0.53,8,0.25,0.2,0.22,7,50,10
HotelBookingManagementSystem,few-gpt-5-nano,0.36,0.25,0.3,16,0.22,0.1,0.13,8,105,21
HotelBookingManagementSystem,gpt-5,0.35,0.44,0.39,16,0.22,0.24,0.23,10,105,21
HotelBookingManagementSystem,few2-o3-mini,0.36,0.25,0.3,16,0.08,0.05,0.06,4,105,21
HotelBookingManagementSystem,cot-gpt-3.5-turbo,0.5,0.19,0.27,16,0,0,0,0,105,21
HotelBookingManagementSystem,cot-gpt-4-turbo,0.6,0.19,0.29,16,0.5,0.14,0.22,7,105,21
HotelBookingManagementSystem,gpt-4-turbo,0.44,0.25,0.32,16,0.2,0.1,0.13,4,105,21
HotelBookingManagementSystem,few-gpt-4o,0.36,0.25,0.3,16,0.27,0.19,0.22,14,105,21
HotelBookingManagementSystem,gpt-4o,0.44,0.25,0.32,16,0.18,0.1,0.12,6,105,21
HotelBookingManagementSystem,cot2-gpt-4o-mini,0.21,0.38,0.27,16,0.03,0.05,0.04,2,105,21
HotelBookingManagementSystem,few-gpt-4o-mini,0.56,0.31,0.4,16,0.5,0.14,0.22,7,105,21
HotelBookingManagementSystem,few2-gpt-4o-mini,0.4,0.25,0.31,16,0.33,0.14,0.2,8,105,21
HotelBookingManagementSystem,few-o3-mini,0.45,0.31,0.37,16,0.21,0.14,0.17,7,105,21
HotelBookingManagementSystem,claude-sonnet-4-5-20250929,0.47,0.5,0.48,16,0.29,0.29,0.29,23,105,21
HotelBookingManagementSystem,cot-gpt-4o,0.4,0.25,0.31,16,0.24,0.19,0.21,9,105,21
HotelBookingManagementSystem,few2-gpt-5-nano,0.2,0.12,0.15,16,0,0,0,0,105,21
HotelBookingManagementSystem,few2-gpt-4o,0.36,0.25,0.3,16,0.18,0.1,0.12,7,105,21
HotelBookingManagementSystem,gpt-3.5-turbo,0.4,0.12,0.19,16,0,0,0,0,105,21
HotelBookingManagementSystem,few2-gpt-3.5-turbo,0.6,0.19,0.29,16,0.4,0.1,0.15,8,105,21
HotelBookingManagementSystem,gpt-4o-mini,0.56,0.31,0.4,16,0.43,0.14,0.21,8,105,21
HotelBookingManagementSystem,cot2-gpt-4o,0.38,0.38,0.38,16,0.05,0.05,0.05,2,105,21
HotelBookingManagementSystem,cot2-gpt-5-nano,0.29,0.25,0.27,16,0.18,0.1,0.12,7,105,21
HotelBookingManagementSystem,claude-3-7-sonnet-20250219,0.64,0.44,0.52,16,0.36,0.24,0.29,19,105,21
HotelBookingManagementSystem,o3-mini,0.5,0.38,0.43,16,0.29,0.19,0.23,11,105,21
HotelBookingManagementSystem,cot-gpt-4o-mini,0.71,0.31,0.43,16,0.6,0.29,0.39,17,105,21
HotelBookingManagementSystem,cot-o3-mini,0.75,0.38,0.5,16,0.57,0.19,0.29,4,105,21
HotelBookingManagementSystem,few-gpt-3.5-turbo,0.4,0.25,0.31,16,0.22,0.1,0.13,6,105,21
HotelBookingManagementSystem,cot2-o3-mini,0.83,0.31,0.45,16,0.6,0.14,0.23,11,105,21
HotelBookingManagementSystem,cot-gpt-5-nano,0.38,0.38,0.38,16,0.09,0.1,0.09,2,105,21
HotelBookingManagementSystem,gpt-5-nano,0.38,0.31,0.34,16,0.27,0.14,0.19,10,105,21
HotelBookingManagementSystem,cot2-gpt-4-turbo,0.27,0.38,0.32,16,0.2,0.19,0.2,13,105,21
HotelBookingManagementSystem,cot2-gpt-3.5-turbo,0.18,0.25,0.21,16,0.06,0.05,0.05,2,105,21
HotelBookingManagementSystem,few-gpt-4-turbo,0.83,0.31,0.45,16,0.5,0.14,0.22,8,105,21
HotelBookingManagementSystem,few2-gpt-4-turbo,0.83,0.31,0.45,16,0.67,0.19,0.3,11,105,21
StudentAppointment,few-gpt-5-nano,1.0,0.67,0.8,6,0.5,0.33,0.4,6,30,6
StudentAppointment,gpt-5,1.0,0.67,0.8,6,0.4,0.33,0.36,2,30,6
StudentAppointment,few2-o3-mini,1.0,0.67,0.8,6,0.4,0.33,0.36,2,30,6
StudentAppointment,cot-gpt-3.5-turbo,1.0,0.67,0.8,6,0.5,0.33,0.4,6,30,6
StudentAppointment,cot-gpt-4-turbo,1.0,0.67,0.8,6,0.4,0.33,0.36,7,30,6
StudentAppointment,gpt-4-turbo,1.0,0.67,0.8,6,0.4,0.33,0.36,10,30,6
StudentAppointment,few-gpt-4o,1.0,0.67,0.8,6,0.4,0.33,0.36,6,30,6
StudentAppointment,gpt-4o,1.0,0.67,0.8,6,0.4,0.33,0.36,6,30,6
StudentAppointment,cot2-gpt-4o-mini,0.8,0.67,0.73,6,0.4,0.33,0.36,8,30,6
StudentAppointment,few-gpt-4o-mini,1.0,0.67,0.8,6,0.33,0.17,0.22,3,30,6
StudentAppointment,few2-gpt-4o-mini,1.0,0.67,0.8,6,0.25,0.17,0.2,4,30,6
StudentAppointment,few-o3-mini,1.0,0.67,0.8,6,0.4,0.33,0.36,4,30,6
StudentAppointment,claude-sonnet-4-5-20250929,1.0,0.67,0.8,6,0.4,0.33,0.36,8,30,6
StudentAppointment,cot-gpt-4o,1.0,0.67,0.8,6,0.4,0.33,0.36,8,30,6
StudentAppointment,few2-gpt-5-nano,1.0,0.67,0.8,6,0.5,0.33,0.4,2,30,6
StudentAppointment,few2-gpt-4o,1.0,0.67,0.8,6,0.4,0.33,0.36,6,30,6
StudentAppointment,gpt-3.5-turbo,1.0,0.67,0.8,6,0.4,0.33,0.36,6,30,6
StudentAppointment,few2-gpt-3.5-turbo,1.0,0.67,0.8,6,0.33,0.17,0.22,5,30,6
StudentAppointment,gpt-4o-mini,1.0,0.67,0.8,6,0.4,0.33,0.36,8,30,6
StudentAppointment,cot2-gpt-4o,0.8,0.67,0.73,6,0.4,0.33,0.36,9,30,6
StudentAppointment,cot2-gpt-5-nano,0.8,0.67,0.73,6,0.17,0.17,0.17,5,30,6
StudentAppointment,claude-3-7-sonnet-20250219,1.0,0.67,0.8,6,0.4,0.33,0.36,7,30,6
StudentAppointment,o3-mini,1.0,0.67,0.8,6,0.4,0.33,0.36,6,30,6
StudentAppointment,cot-gpt-4o-mini,1.0,0.67,0.8,6,0.33,0.33,0.33,8,30,6
StudentAppointment,cot-o3-mini,1.0,0.67,0.8,6,0.4,0.33,0.36,6,30,6
StudentAppointment,few-gpt-3.5-turbo,1.0,0.67,0.8,6,0.33,0.17,0.22,3,30,6
StudentAppointment,cot2-o3-mini,1.0,0.67,0.8,6,0.4,0.33,0.36,6,30,6
StudentAppointment,cot-gpt-5-nano,0.8,0.67,0.73,6,0.17,0.17,0.17,1,30,6
StudentAppointment,gpt-5-nano,1.0,0.67,0.8,6,0.5,0.33,0.4,10,30,6
StudentAppointment,cot2-gpt-4-turbo,0.8,0.67,0.73,6,0.17,0.17,0.17,5,30,6
StudentAppointment,cot2-gpt-3.5-turbo,0.57,0.67,0.62,6,0.17,0.17,0.17,4,30,6
StudentAppointment,few-gpt-4-turbo,1.0,0.67,0.8,6,0.4,0.33,0.36,10,30,6
StudentAppointment,few2-gpt-4-turbo,1.0,0.67,0.8,6,0.4,0.33,0.36,7,30,6
CardGameApp,few-gpt-5-nano,0.67,0.6,0.63,10,0.3,0.23,0.26,3,65,13
CardGameApp,gpt-5,0.5,0.6,0.55,10,0.46,0.46,0.46,20,65,13
CardGameApp,few2-o3-mini,0.64,0.7,0.67,10,0.5,0.46,0.48,6,65,13
CardGameApp,cot-gpt-3.5-turbo,0.86,0.6,0.71,10,0.57,0.31,0.4,4,65,13
CardGameApp,cot-gpt-4-turbo,0.88,0.7,0.78,10,0.5,0.31,0.38,4,65,13
CardGameApp,gpt-4-turbo,0.88,0.7,0.78,10,0.44,0.31,0.36,4,65,13
CardGameApp,few-gpt-4o,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,13
CardGameApp,gpt-4o,0.46,0.6,0.52,10,0.33,0.31,0.32,4,65,13
CardGameApp,cot2-gpt-4o-mini,0.5,0.6,0.55,10,0.33,0.23,0.27,3,65,13
CardGameApp,few-gpt-4o-mini,0.67,0.6,0.63,10,0.5,0.38,0.43,5,65,13
CardGameApp,few2-gpt-4o-mini,0.7,0.7,0.7,10,0.45,0.38,0.42,5,65,13
CardGameApp,few-o3-mini,0.55,0.6,0.57,10,0.5,0.46,0.48,6,65,13
CardGameApp,claude-sonnet-4-5-20250929,0.6,0.6,0.6,10,0.18,0.15,0.17,2,65,13
CardGameApp,cot-gpt-4o,0.86,0.6,0.71,10,0.5,0.31,0.38,4,65,13
CardGameApp,few2-gpt-5-nano,0.75,0.6,0.67,10,0.38,0.23,0.29,3,65,13
CardGameApp,few2-gpt-4o,0.88,0.7,0.78,10,0.38,0.23,0.29,3,65,13
CardGameApp,gpt-3.5-turbo,0.75,0.6,0.67,10,0.5,0.31,0.38,4,65,13
CardGameApp,few2-gpt-3.5-turbo,0.6,0.6,0.6,10,0.4,0.31,0.35,4,65,13
CardGameApp,gpt-4o-mini,0.64,0.7,0.67,10,0.57,0.31,0.4,4,65,13
CardGameApp,cot2-gpt-4o,0.67,0.6,0.63,10,0.56,0.38,0.45,5,65,13
CardGameApp,cot2-gpt-5-nano,0.55,0.6,0.57,10,0.56,0.38,0.45,5,65,13
CardGameApp,claude-3-7-sonnet-20250219,0.54,0.7,0.61,10,0.29,0.31,0.3,4,65,13
CardGameApp,o3-mini,0.43,0.6,0.5,10,0.33,0.38,0.36,5,65,13
CardGameApp,cot-gpt-4o-mini,0.75,0.6,0.67,10,0.6,0.23,0.33,3,65,13
CardGameApp,cot-o3-mini,0.88,0.7,0.78,10,0.5,0.31,0.38,4,65,13
CardGameApp,few-gpt-3.5-turbo,0.55,0.6,0.57,10,0.33,0.23,0.27,3,65,13
CardGameApp,cot2-o3-mini,0.83,0.5,0.62,10,0.67,0.31,0.42,4,65,13
CardGameApp,cot-gpt-5-nano,0.64,0.7,0.67,10,0.5,0.46,0.48,6,65,13
CardGameApp,gpt-5-nano,0.67,0.6,0.63,10,0.4,0.31,0.35,4,65,13
CardGameApp,cot2-gpt-4-turbo,0.75,0.6,0.67,10,0.5,0.31,0.38,4,65,13
CardGameApp,cot2-gpt-3.5-turbo,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,13
CardGameApp,few-gpt-4-turbo,0.88,0.7,0.78,10,0.38,0.23,0.29,3,65,13
CardGameApp,few2-gpt-4-turbo,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,13
GasStation_KUL,few-gpt-5-nano,0.3,0.43,0.35,7,0.1,0.14,0.12,1,35,7
GasStation_KUL,gpt-5,0.36,0.57,0.44,7,0.13,0.29,0.18,7,35,7
GasStation_KUL,few2-o3-mini,1.0,1.0,1.0,7,1.0,1.0,1.0,35,35,7
GasStation_KUL,cot-gpt-3.5-turbo,0.25,0.43,0.32,7,0.1,0.14,0.12,3,35,7
GasStation_KUL,cot-gpt-4-turbo,0.5,0.57,0.53,7,0.17,0.14,0.15,2,35,7
GasStation_KUL,gpt-4-turbo,0.25,0.43,0.32,7,0.15,0.29,0.2,7,35,7
GasStation_KUL,few-gpt-4o,0.4,0.57,0.47,7,0.09,0.14,0.11,1,35,7
GasStation_KUL,gpt-4o,0.25,0.43,0.32,7,0.08,0.14,0.1,3,35,7
GasStation_KUL,cot2-gpt-4o-mini,0.29,0.57,0.38,7,0.08,0.14,0.11,2,35,7
GasStation_KUL,few-gpt-4o-mini,0.38,0.43,0.4,7,0.14,0.14,0.14,3,35,7
GasStation_KUL,few2-gpt-4o-mini,1.0,0.86,0.92,7,1.0,0.71,0.83,25,35,7
GasStation_KUL,few-o3-mini,0.25,0.43,0.32,7,0.15,0.29,0.2,8,35,7
GasStation_KUL,claude-sonnet-4-5-20250929,0.25,0.43,0.32,7,0.13,0.29,0.18,9,35,7
GasStation_KUL,cot-gpt-4o,0.33,0.43,0.38,7,0.12,0.14,0.13,3,35,7
GasStation_KUL,few2-gpt-5-nano,0.71,0.71,0.71,7,0.67,0.57,0.62,19,35,7
GasStation_KUL,few2-gpt-4o,1.0,0.86,0.92,7,0.83,0.71,0.77,25,35,7
GasStation_KUL,gpt-3.5-turbo,0.3,0.43,0.35,7,0.11,0.14,0.12,4,35,7
GasStation_KUL,few2-gpt-3.5-turbo,0.44,0.57,0.5,7,0.22,0.29,0.25,10,35,7
GasStation_KUL,gpt-4o-mini,0.44,0.57,0.5,7,0.12,0.14,0.13,3,35,7
GasStation_KUL,cot2-gpt-4o,0.4,0.57,0.47,7,0.14,0.14,0.14,2,35,7
GasStation_KUL,cot2-gpt-5-nano,0.36,0.57,0.44,7,0.22,0.57,0.32,16,35,7
GasStation_KUL,claude-3-7-sonnet-20250219,0.36,0.57,0.44,7,0.15,0.29,0.2,9,35,7
GasStation_KUL,o3-mini,0.36,0.57,0.44,7,0.09,0.14,0.11,4,35,7
GasStation_KUL,cot-gpt-4o-mini,0.33,0.43,0.38,7,0.12,0.14,0.13,3,35,7
GasStation_KUL,cot-o3-mini,0.44,0.57,0.5,7,0.14,0.14,0.14,2,35,7
GasStation_KUL,few-gpt-3.5-turbo,0.3,0.43,0.35,7,0.07,0.14,0.1,5,35,7
GasStation_KUL,cot2-o3-mini,0.4,0.57,0.47,7,0.2,0.29,0.24,9,35,7
GasStation_KUL,cot-gpt-5-nano,0.3,0.43,0.35,7,0.08,0.14,0.11,2,35,7
GasStation_KUL,gpt-5-nano,0.5,0.57,0.53,7,0.25,0.29,0.27,9,35,7
GasStation_KUL,cot2-gpt-4-turbo,0.27,0.57,0.36,7,0.09,0.14,0.11,4,35,7
GasStation_KUL,cot2-gpt-3.5-turbo,0.12,0.43,0.18,7,0.04,0.14,0.06,1,35,7
GasStation_KUL,few-gpt-4-turbo,0.4,0.57,0.47,7,0.2,0.29,0.24,7,35,7
